0,510,133.131,42,103,140
0,0,97.2411,52,113,132
283,511,96.1947,118,98,72
511,9,84.0402,98,174,207
0,250,77.3551,52,111,135
281,262,63.6196,81,57,40
511,261,57.3001,160,202,222
291,148,42.0551,2,1,1
496,131,38.2001,150,198,216
16,135,38.2001,71,126,139
52,350,36.0372,45,101,133
133,0,34.8644,75,132,150
357,0,31.4937,99,158,184
240,341,26.9716,91,58,34
198,424,25.6023,241,221,209
240,401,23.0815,190,159,134
138,251,21.8386,246,221,211
132,154,21.01,246,223,211
176,220,20.3429,172,134,112
465,178,18.7558,149,195,215
371,232,18.145,6,2,2
281,397,18.145,102,78,49
194,0,18.0186,110,154,166
59,98,17.8008,73,127,143
181,462,17.6394,240,222,210
147,288,17.4779,243,211,197
187,352,17.4779,232,202,187
104,277,17.19,16,2,1
0,360,17.0636,16,81,121
453,462,16.1436,2,1,1
233,146,16.1086,4,1,1
87,388,16.0172,77,124,144
165,168,15.6029,237,214,201
326,327,15.5679,0,0,0
143,472,15.0622,63,117,152
104,40,15.0272,69,124,141
99,221,14.7393,11,3,1
82,76,14.6479,76,125,140
458,510,13.7843,8,6,5
325,104,13.6929,10,3,2
300,80,13.6579,12,5,4
189,250,13.4051,85,55,32
346,360,13.4051,6,2,2
49,174,13.2786,70,123,137
336,180,13.2786,4,2,2
511,362,13.2786,174,207,225
214,228,12.8293,224,198,183
313,351,12.5765,4,1,2
423,48,12.4501,117,171,196
100,247,12.415,10,1,1
441,436,12.415,3,1,1
344,304,12.3236,2,1,1
477,321,12.3236,169,203,221
511,192,12.0358,172,206,219
72,307,12.0358,50,96,126
357,403,12.0358,46,21,3
209,320,11.9093,95,53,28
338,386,11.8743,79,51,19
256,191,11.6215,35,20,4
376,67,11.4951,112,150,170
315,0,11.46,79,148,177
405,0,11.46,100,162,191
344,139,11.46,3,1,1
309,407,11.46,56,35,11
292,0,11.3336,123,167,183
99,176,11.3336,25,8,3
97,363,11.3336,75,103,121
445,106,11.2072,143,174,187
390,508,11.0808,19,7,4
277,336,10.7929,18,3,1
152,394,10.6665,74,114,144
161,194,10.5401,234,206,191
266,0,10.505,140,168,176
97,197,10.505,17,3,2
118,308,10.3786,24,4,2
165,336,10.1258,224,190,169
152,426,10.1258,73,114,145
383,475,10.1258,23,8,3
211,363,9.83789,118,74,43
449,490,9.71147,7,3,3
260,107,9.58505,7,3,3
99,155,9.55002,22,9,3
212,284,9.55002,191,155,133
364,144,9.4236,8,3,2
456,223,9.4236,147,187,207
122,126,9.29718,242,209,194
379,33,9.17076,125,166,185
470,92,9.17076,130,188,210
389,399,9.17076,12,2,1
230,193,9.00931,3,1,1
9,336,9.00931,4,75,124
321,68,8.88289,13,5,4
383,382,8.88289,4,1,2
169,440,8.75647,247,230,221
237,0,8.59502,136,156,163
405,19,8.59502,126,168,189
61,123,8.59502,88,139,150
101,135,8.59502,18,8,5
347,215,8.59502,5,3,3
172,283,8.59502,239,211,199
189,384,8.59502,99,145,170
338,121,8.4686,9,3,2
127,339,8.4686,35,7,3
353,340,8.4686,18,5,3
355,188,8.34218,4,1,2
181,487,8.21576,235,213,197
149,313,8.05431,224,186,166
172,14,7.92789,122,160,170
306,196,7.92789,6,3,3
210,394,7.92789,240,214,203
270,93,7.80147,4,2,2
60,191,7.80147,84,136,150
228,309,7.80147,174,136,106
335,421,7.80147,66,45,18
385,83,7.64001,117,153,172
451,138,7.64001,150,190,204
195,287,7.64001,166,124,98
401,314,7.64001,25,5,4
346,87,7.5136,8,4,3
406,456,7.5136,50,20,8
134,56,7.38718,4,1,1
142,209,7.38718,8,3,1
204,212,7.38718,217,186,168
151,45,7.0993,5,2,1
249,123,7.0993,11,5,4
361,255,7.0993,10,5,4
496,323,7.0993,173,209,226
420,148,6.97289,118,146,162
397,287,6.97289,13,3,3
189,326,6.97289,141,76,61
95,345,6.97289,59,90,116
127,355,6.97289,35,7,2
356,108,6.84647,10,4,2
458,154,6.84647,150,196,214
245,165,6.84647,0,0,0
193,169,6.84647,107,85,62
448,196,6.84647,149,184,203
165,244,6.84647,225,187,170
175,376,6.84647,97,135,157
154,377,6.84647,93,127,150
175,398,6.84647,78,130,162
437,417,6.84647,15,7,5
421,30,6.68501,105,168,196
358,48,6.68501,132,149,158
446,123,6.68501,147,181,194
184,183,6.68501,139,103,76
273,193,6.68501,43,27,9
493,200,6.68501,163,203,218
333,216,6.68501,0,0,0
129,325,6.68501,37,8,4
208,342,6.68501,215,182,161
384,491,6.68501,12,4,3
81,291,6.55859,68,79,88
