0,0,141.037,80,83,77
511,0,138.39,77,80,74
511,301,75.206,68,71,64
380,511,73.5275,5,4,5
349,140,72.0394,14,9,7
0,381,72.0394,78,81,74
0,228,71.6251,81,84,77
181,511,61.4567,14,11,7
379,312,54.7367,49,38,33
195,173,46.7951,242,226,203
483,183,45.8401,77,80,74
256,316,42.7222,217,193,172
407,401,40.5244,8,8,8
164,329,37.8909,237,203,183
254,239,34.0008,196,170,140
405,229,33.818,8,8,8
287,58,30.6652,33,26,22
269,492,29.0643,105,80,50
0,481,27.6951,90,88,82
139,433,26.9716,6,5,5
63,154,26.0166,85,87,80
312,355,26.0166,182,139,118
242,441,24.83,224,188,156
96,511,23.6222,20,16,15
349,0,23.278,72,78,72
219,109,21.4944,113,89,74
176,399,21.4944,221,186,148
338,47,21.01,8,4,3
350,233,21.01,25,18,16
306,406,20.5394,165,130,101
351,423,20.3429,0,0,0
50,304,20.055,81,83,76
133,284,17.8008,252,241,226
101,315,17.6043,32,19,15
268,101,17.5129,48,30,22
203,429,17.4779,250,227,192
139,204,17.3515,252,241,221
158,0,16.4315,84,92,86
302,458,16.4315,74,53,32
441,137,16.235,76,78,73
281,432,16.0172,197,164,132
123,394,15.9822,14,10,9
133,251,15.6943,248,233,216
311,297,15.5679,169,140,118
254,190,15.0622,204,176,142
435,352,15.0622,12,12,12
90,286,14.7393,50,33,28
439,445,14.325,9,9,10
43,455,14.2336,89,90,84
110,360,14.1986,26,15,12
487,393,14.0722,146,164,165
317,219,13.9458,48,36,29
250,35,13.37,57,63,63
334,387,13.2786,147,109,85
430,268,13.1172,9,9,10
420,186,12.8643,9,8,9
455,233,12.8293,71,74,67
277,370,12.415,184,150,127
151,377,12.3236,211,169,133
322,438,12.3236,40,26,15
243,133,12.1622,127,84,54
69,428,11.9093,72,68,61
157,240,11.8743,234,212,190
196,366,11.8743,238,213,184
249,80,11.46,61,45,40
26,150,11.46,80,83,76
101,408,11.3336,27,18,16
316,22,10.9543,9,15,15
367,59,10.9543,8,5,3
161,281,10.9543,248,236,222
100,441,10.9193,22,16,13
195,293,10.5401,186,146,115
346,367,10.505,135,96,76
64,330,10.1258,80,76,69
291,15,9.96431,21,28,29
207,81,9.96431,105,105,107
473,486,9.96431,23,0,1
123,225,9.58505,235,221,199
213,344,9.58505,254,254,252
511,411,9.58505,155,166,167
499,428,9.58505,103,1,2
107,480,9.58505,13,11,10
493,494,9.58505,76,1,2
366,28,9.55002,73,78,73
84,253,9.55002,68,50,43
221,267,9.55002,196,165,134
256,374,9.55002,178,135,112
358,394,9.55002,0,0,0
127,466,9.55002,13,12,11
86,234,9.4236,76,54,43
464,452,9.4236,30,6,6
269,127,9.17076,59,35,23
366,374,9.17076,0,0,0
