511,0,150.208,203,203,200
511,492,133.068,192,143,111
0,0,120.498,201,194,190
0,364,76.2737,211,213,206
0,511,68.7601,212,216,213
305,511,68.1631,11,3,1
0,212,61.1201,212,217,214
358,255,53.9294,245,215,193
511,205,53.2273,216,223,226
177,379,45.243,11,4,2
320,0,40.1101,195,198,195
169,0,39.9837,202,193,185
190,504,35.3351,43,21,10
232,315,35.1873,211,166,139
118,511,34.3801,47,22,9
261,258,30.0544,226,193,171
378,335,28.9379,240,212,188
431,352,28.1093,218,174,142
147,314,27.6951,4,1,1
285,419,25.2443,0,0,0
311,130,24.8651,47,16,5
167,449,24.83,41,17,7
345,378,24.6473,208,164,138
232,0,23.875,197,182,170
219,223,23.875,199,158,135
104,358,23.875,49,22,6
344,429,23.3343,1,0,0
117,453,23.3343,42,17,7
480,339,22.92,228,186,151
270,360,22.8637,188,140,109
37,138,22.5758,211,218,219
107,186,21.965,18,7,4
48,279,21.4944,209,212,207
155,232,20.055,160,114,87
386,404,19.1701,154,103,68
455,159,19.1,228,225,220
95,312,19.1,54,26,8
130,273,18.1801,2,1,1
123,412,17.8922,46,21,8
304,379,17.19,178,133,102
90,255,16.9722,57,33,16
296,225,16.5579,208,171,149
409,302,16.4315,235,203,177
0,135,15.28,196,217,230
96,395,15.1536,57,28,9
352,45,14.7744,210,208,206
129,37,14.325,199,173,158
349,162,14.325,68,36,17
267,11,14.1986,208,197,185
368,458,14.1986,39,12,5
174,175,13.7843,77,37,13
154,106,13.4051,10,2,2
134,141,13.37,25,8,4
95,218,13.37,46,24,11
378,125,13.2786,61,32,18
42,442,13.2786,209,214,211
278,116,12.5765,55,25,9
184,218,12.415,189,142,115
250,208,12.0358,160,117,92
411,386,11.9093,203,156,120
316,305,11.8743,246,223,204
86,283,11.7479,56,29,12
277,296,11.7479,233,197,177
346,128,11.46,46,14,5
374,158,11.46,73,51,40
484,263,11.46,212,221,225
511,269,11.46,186,193,201
282,329,11.46,182,136,109
119,246,11.2072,3,1,1
135,167,10.9193,18,5,3
195,188,10.7929,115,64,33
61,115,10.5401,209,213,211
501,302,10.505,157,85,18
511,348,10.505,241,198,164
210,423,10.505,11,3,2
134,116,9.96431,5,2,1
